Topic,Count,Name,Representation,Representative_Docs
41,14,41_img width_alt_img_alt image,"['img width', 'alt', 'img', 'alt image', 'image src', 'src https', 'com user', 'user attachments', 'attachments assets', 'attachments']","['Are you really sure @Copilot that is the case? The style is not applied it seems (top is store version, bottom is your PR) <img width=""674"" height=""1138"" alt=""image"" src=""https://github.com/user-attachments/assets/0488387d-ec07-4eff-82a8-791c720b03b1"" />', 'To me, it feels too complicated. Because [CODE] and [CODE] do the same, I don\'t see a reason why both should be kept. Could we consider something in this direction? <img width=""985"" height=""507"" alt=""image"" src=""https://github.com/user-attachments/assets/6797a279-e5be-4491-bc00-acf97edc4075"" />', 'buttons are not aligned with date dropdowns <img width=""2517"" height=""185"" alt=""Image"" src=""https://github.com/user-attachments/assets/fee7e60c-6b59-423c-95c0-f14e7e4c5ff7"" />']"
42,14,42_null_nullable_existence_returned,"['null', 'nullable', 'existence', 'returned', 'eliminate', 'need handle', 'eliminating', 'threw', 'chance', 'sorry wrong']","[""I considered that, but I don't think so. We didn't change the case where null would be returned nor make it *more* likely for null to be returned."", '@copilot Sorry, I was wrong. Remove the parameterless construction fallback and disable the nullable for the serialization file, just return null as it is.', 'null should not exist. Please eliminate unnecessary existence checks too. https://github.com/liam-hq/liam/pull/1302/files#diff-2058cacc0f2a83e932ddde6ece0f30766b197a7f2d42b3506be73b24adf87c4cR197']"
43,14,43_step remove_step_numbered_doesn necessary,"['step remove', 'step', 'numbered', 'doesn necessary', 'remove fallback', 'cancel', 'fallback logic', 'feedback', 'steps', 'simplify']","['Remove this step', ""this step doesn't seem necessary"", 'Numbered list is useless because there is no step 2']"
44,13,44_needed delete_longer needed_entry_tickets,"['needed delete', 'longer needed', 'entry', 'tickets', 'let delete', 'contributing', 'longer', 'item', 'delete don', 'repeat']","['This entry is no longer needed. Delete it', 'This entry is no longer needed. Delete it', 'This entry is no longer needed. Delete it']"
45,13,45_requested commit_deleted_requested_entry,"['requested commit', 'deleted', 'requested', 'entry', 'policy', '130', 'error throwing', 'line 130', 'organization', 'added error']","['Entry deleted as requested in commit c912567.', 'Entry deleted as requested in commit c912567.', 'Entry deleted as requested in commit c912567.']"
46,13,46_test file_benchmarks_benchmarks commit_commit benchmarks,"['test file', 'benchmarks', 'benchmarks commit', 'commit benchmarks', 'file like', 'entire test', 'benchmark file', 'file let', 'nitpick test', 'file run']","[""Let's remove this test file. It's not providing any value considering the other test file we have."", '[nitpick] The test path for BrokenLinks.Tests.ps1 uses only the filename, which may not resolve correctly; consider using the full path or a consistent glob pattern to ensure Pester locates the test file.', 'Get rid of this benchmark file, do not run the benchmarks and do not commit anything to do with benchmarks.']"
47,13,47_garbage_client proxy_proxy_memory,"['garbage', 'client proxy', 'proxy', 'memory', 'wants', 'lifetime', 'collection', 'search', 'underlying', 'search client']","[""Doesn't the not implemented error sound random? Glb -> Glb being more explicitly specified in a code means that it needs to be copied within a map (e.g. calling copytomap as a transformation)? As if there is a program that absolutely needs glb to glb memory copy (or the user wants that), I think asking for different memory locations to be used is irrelevant. Different memory scopes wont help and we don't have explicit synchronization patterns in dace (also what will adding a syncthreads will do)?"", 'I do not think that this pattern should be followed by most production applications out there. The delayed release of the COM objects that is a side-effect of garbage collection is not a problem for most production applications. Vast majority of developers love that .NET garbage collection takes care of it for them and they are perfectly fine paying a small price for it. Stepping back, this is introductory sample for Office Interop. it is appropriate to complicate it by manual lifetime management. I think it may be better to leave this sample alone, and move the advanced topic of manual lifetime management to a new advanced sample.', '> ❓ I don\'t fully understand why we need all this. What\'s the point of having these annotations when we already tackle this with the search client proxy? The client proxy felt like a nice isolated and generic solution, whereas this relies people knowing they need to add/remove annotations. And honestly, I will have forgotten to do this by the time I implement my next endpoint 😄 That\'s a good point to raise. The idea of the search client proxy was more about having a ""catch-all"" fallback which protects against search logic slipping through. Having the [CODE] + Interceptor gives us a declarative way to mark which controller/endpoint are not supported (could be a helpful code-doc), and especially return the error early before the controller logic or downstream service code gets executed (for example validate process exists, parse/validate params, fetch primary storage data...). I agree with you that people will not always know when to add these but having both the annotation and client proxy should give us enough coverage. It will take time to initially label all these endpoints but we only do it once 😅']"
48,13,48_hallucinated_ai_figured_add link,"['hallucinated', 'ai', 'figured', 'add link', 'nit imo', 'tell ai', 'hallucination', 'google', 'doesn exist', 'slop']","['Infinitesimal nit - IMO this is over-commented, and it might be good to avoid the precedent for future AI changes', ""This doesn't exist. The AI hallucinated"", ""This section is mostly to tell the AI, which can't follow links (well the OpenAI one can't, the Google one can, but it's worse at its job). I can add the link in addition though.""]"
49,12,49_add new_unused_augment_arg,"['add new', 'unused', 'augment', 'arg', 'parameter breaking', 'new parameter', 'check creating', 'commit 93a5029', 'change fixed', '93a5029']","[""unused-parameter: parameter 'l' seems to be unused, consider removing or renaming it as _ (revive)"", 'Fixed - bbox_params are no longer included when augment=False. Now only ToTensorV2 is applied without any bbox processing. See commit 93a5029.', 'Add overloads, don’t just add a new optional parameter, that’s a breaking change']"
50,12,50_need timeout_timeout anymore_dont think_timeout,"['need timeout', 'timeout anymore', 'dont think', 'timeout', 'anymore', 'think need', 'fallback logic', 'dont', 'v2', 'apphost']","['i dont think you need this timeout anymore', 'i dont think you need this timeout anymore', 'i dont think you need this timeout anymore']"
51,12,51_oracle_intended behavior_wrapped code_pr code,"['oracle', 'intended behavior', 'wrapped code', 'pr code', 'cause issues', 'wrapped', 'keys', 'code needs', 'code equal', 'gather']","[""Using the entire [CODE] object as a hero tag may cause issues if the object doesn't have proper [CODE] or equality implementations. Consider using [CODE] instead to maintain consistency with other files in this PR."", ""It's probably to do with weird naming but it is confusing from the outside that we're checking the [CODE] is equal to the [CODE] when the purpose of the PR is migrate away from storing the feed address in the oracle keys list. This is more to do with my unfamiliarity with the pyth oracle keys + feed address system"", ""The PR description mentions setting knowledge base scope to 'local' but the configuration shows 'auto'. This inconsistency should be resolved to match the intended behavior described in the PR. [CODE_BLOCK]""]"
52,12,52_cast_copilot does_does make_nullable,"['cast', 'copilot does', 'does make', 'nullable', 'devinai', 'make sense', 'protocol', 'line changes', 'isn ideal', 'remove added']","[""@copilot : It does not make sense casting to nullable types. Cast just to 'Delegate , without the | null ."", ""@copilot : It does not make sense casting to nullable types. Cast just to Handler<'T> , without the | null ."", ""@copilot : It does not make sense casting to nullable types. Cast just to Handler<'T> , without the | null .""]"
53,12,53_roles_need class_camunda_code class,"['roles', 'need class', 'camunda', 'code class', 'camunda camunda', 'optimize', 'com camunda', 'admin', 'built code', 'abstract']","['- Below 8.8: The following roles do not have access to Optimize: Modeler, Visitor, Operations Engineer, Task User, Developer. - 8.8+: We only have Modeler, Analyst, and Admin roles in 8.8. Again, the Modeler role should not have access. Am I correct @ultraschuppi ?', 'This class is unnecessary when implemented as suggested [above](https://github.com/camunda/camunda/pull/35632/files#r2224741728).', ""These roles should NOT be configurable because we don't want to allow overrides. To make it safer, can you hard-code them in this class?""]"
54,12,54_like wrong_code like_using code_code working,"['like wrong', 'code like', 'using code', 'code working', '_any_', 'like don', 'line duplicate', 'stop using', 'questions', 'don recommend']","['Wrong, you should keep using [CODE] like before', 'Wrong, you should keep using [CODE] like before', 'This doesn’t look right. Please think about two questions: 1. Are _any_ code changes necessary to make [CODE] work correctly in template strings? 2. Is [CODE] working correctly?']"
55,11,55_change did_cursoragent_did come_right did,"['change did', 'cursoragent', 'did come', 'right did', 'tell make', 'removed used', 'removed added', 'just tell', 'used anymore', 'used just']","['Is this even used anymore? @cursoragent', ""Where did this come from? Don't include thes right now."", 'Why was this type removed, but still used? Just tell me and not make a change.']"
56,11,56_fees_balance_manager_post,"['fees', 'balance', 'manager', 'post', 'contract', 'code accordingly', 'booking', '30 second', 'dropped', 'going add']","[""well, the flip side of that is if the designated fee manager keeper is down, then the fees won't get adjusted. You really want both replicas to be symmetric. Also, the fee adjustment runs on a 30 second polling interval, so you're fairly unlikely to get a confilct."", 'also I just realized that you need the fee manager wallet for [CODE] as well. only the fee manager can set the current fees :( this is actually going to add some complexity to the fee withdrawal logic, as we also need to make sure the fee_manager wallet has a sufficient balance.', ""btw this min_balance minimum withdrawal has actually caused outages in the past. If for whatever reason, the accrued fees aren't > min_balance (often this is a misconfiguration of the chain), the keeper wallet runs out of funds even though there's money to withdraw in accrued fees. let me suggest changing this to [CODE]. I.e., you can withdraw a tiny amount from the contract, as long as you're at least doubling the balance in your wallet. That should naturally limit the number of withdrawals in the case where the accrued fees are below the min_balance""]"
57,11,57_change looks_change change_don try_changes like,"['change looks', 'change change', 'don try', 'changes like', 'changes revert', 'work revert', 'necessary changes', 'oops', 'original implementation', 'incorrect previous']","[""You changed the name here as well. Don't try to edit the original implementation."", ""Revert these readme changes - they're weren't necessary at all."", 'change looks incorrect, previous description looked correct']"
58,11,58_isnullable_remove condition_condition_redundant check,"['isnullable', 'remove condition', 'condition', 'redundant check', 'pointless', 'ugly', 'conditions', 'simplify', 'just remove', 'statements']","['isNullable is always false', ""Remove this condition. It's always true."", 'Can we just remove the condition? Seems redundant...']"
59,11,59_line copilot_lines copilot_remove line_remove blank,"['line copilot', 'lines copilot', 'remove line', 'remove blank', 'string object', 'copilot function', 'copilot remove', 'blank', 'blank lines', 'blank line']","['@copilot remove these blank line(s)', '@copilot remove these blank lines', '@copilot this function is somehow causing an empty string to be added to the returned array of objects. What change do you think caused it to add an empty string to the object pipeline?']"
60,11,60_isn used_variable used_assign_used don,"['isn used', 'variable used', 'assign', 'used don', 'struct', 'aside jancionear', 'arg', 'gate', 'function changes', 'gate entire']","[""We don't need to assign this to a variable that is never used."", ""can't you remove this since you already feature gate the entire struct?"", ""(aside) @jancionear, I'm not sure what exactly this function does, but it's making a bunch of tests fail. I would like to keep the existing behavior and if needed we can take a deeper look later.""]"
61,11,61_airbyte_config_airspec_cargo,"['airbyte', 'config', 'airspec', 'cargo', 'error server', 'configuration file', 'adding new', 'destination', 'pyab', 'notfound']","['This looks wrong. The doc says: # With a path to a configuration file cargo --config ./path/to/my/extra-config.toml', ""Adding a new parameter to the case class will break binary compatibility and caused compilation errors as airframe depends on airframe/airspec. Let's give up showing the code fragment"", '@copilot, fix this. I dont want an option for the batch size. feel free to hardcode 20. I do want an option for the total number of packages processed']"
62,10,62_console_clutter_testing code_block_automated,"['console', 'clutter', 'testing code_block', 'automated', 'test output', 'removed test', 'statements', 'test code', 'log', 'output']","['Console.log statements should be removed from test code as they can clutter test output and are not necessary for automated testing. [CODE_BLOCK]', 'Console.log statements should be removed from test code as they can clutter test output and are not necessary for automated testing. [CODE_BLOCK]', 'Console.log statements should be removed from test code as they can clutter test output and are not necessary for automated testing. [CODE_BLOCK]']"
63,10,63_rust_converted_function just_probably doesn,"['rust', 'converted', 'function just', 'probably doesn', 'need checks', 'code probably', 'err', 'attempted', 'macro', 'avoiding']","[""This code probably doesn't need any checks does it? Won't the Rust code return an Err if undefined is attempted to be converted into an Object or Function? If so, just remove all of these changes."", 'I don\'t like this as a solution, because it changes the contract for this helper to something a lot less intuitive: > The resultant token stream will be an expression which typechecks at the Rust type ... becomes > The resultant token stream will typecheck at the Rust type of the unnamed type of the result, or the empty stream if named results are used which means that it can\'t generally be used to uniformly generate a return value. Right now, this expression is only used in the tail position of a function definition, so it works ""by coincidence""---but this change makes the interface more brittle (e.g. if you wanted to refactor the macro to trace the return value, you would need special cases to not accidentally generate an empty [CODE] statement).', ""This is not avoiding checking our code, it's avoiding checking the types of libraries in use. It is common to do so unless your app is a critical production app, which is not the case here. Type checking the whole node-modules is overengineering, for a product that will simply lag then restart if one of the type in the three was used wrong. If your app is a production app and a crash will lead to loses of 1M$, you should double-check every package you use. The Rust code should be validated profoundly, as it can crash the user's entire system, and while not horrible, it is a big bug for a tool. But the dependencies used for the VS Code plugin can have a regular check, and a deep check is an overkill. In case we choose to do check libs, the results will not be upgrading to 24, as it will take time until all libs are aligned with the new rules, and we lose the performance edge. So, as you see right. My position is to skip lib check. @cordx56 please give your opinion as well on the matter. Edit: You don't need to listen to the gentleman below, I didn't ask for his opinion. I'm also not sure if I'm excited to see that copilot repeat what is said, or that it means that I'm going to be replaced ;p""]"
64,10,64_terminal_dynamicproto_logger_expects,"['terminal', 'dynamicproto', 'logger', 'expects', 'states', 'stated', 'value code_block', 'code_block test', 'msbuild', 'validates']","['The test expects MSBUILDTERMINALLOGGER to be ""false"" but according to the PR description, it should be ""1"" to enable the terminal logger. This test validates incorrect behavior. [CODE_BLOCK]', ""I've removed the SSR detection and handling implementation in commit adb5a4b. This approach was creating a conditional code path that would skip dynamicProto in SSR environments, which isn't the preferred solution. Instead, we should address the issue at the source in the dynamicProto library itself as suggested in https://github.com/microsoft/DynamicProto-JS/issues/95."", 'The implementation sets MSBUILDTERMINALLOGGER to ""false"" but the PR description states it should be set to ""1"" to enable the terminal logger. This contradicts the stated goal of enabling consistent terminal logger behavior. [CODE_BLOCK]']"
65,10,65_account_id_seperate_ids,"['account', 'id', 'seperate', 'ids', 'adding new', 'isn ideal', 'probably isn', 'identify', 'just check', 'head']","[""Welp, it's trying to hard-code our head app id in here, which probably isn't ideal."", 'can you please create a seperate issue to address them all in home page at once can refactor only the IDs, but not the Prieileges as refactering them is really difficult. please create a seperate issue. Mention that this is for developers only. The QAs can just check the home page with icons are working to test this', '@Niduank - we ended up with a conflict on the name ""Account"", because we have ""Account.swift"" and also ""AnalyticsManager+Account.swift"" . This caused issues in the identify() function below, because we are passing an Account (from Account.swift) as a parameter. The compiler defaults to AnalyticsManager.Account, since it\'s another extension of AnalyticsManager, but really we want Account.swift. My solution is to rename Account to AccountEvents in AnalyticsManager. What do you think? Is there a better way to solve this?']"
66,10,66_backend_code context_consistently_cloned,"['backend', 'code context', 'consistently', 'cloned', 'particular setup', 'redis', 'way need', 'env var', 'version doesn', 'previous version']","[""ah yeh, i guess it wasnt smart enough to set up an env var [CODE]...but that's also a context engineering issue"", 'This subset will never successfully build without very particular setup. Is it worth having here? This would effectively make the ""all subsets"" option only usable for restore.', ""So interestingly, this doesn't seem to work with the latest version of redis...but also, the previous version doesn't support saving things in the way we now need to now we aren't passing the URL in to the model, so we have to use this! Thanks for pointing it out.""]"
67,10,67_lock_don touch_don change_number,"['lock', 'don touch', 'don change', 'number', 'touch', 'test don', 'passing', 'passed', 'need run', 'cover']","['When hitSlop is the same in all directions it can be passed with just a number giving the same behavior as passing an object with all the directions as same number. please fix this.', ""Don't touch yarn.lock."", ""Don't touch yarn.lock""]"
68,10,68_changelog_changelog md__template__cells,"['changelog', 'changelog md', '_template_', 'cells', 'snapshot', 'insane', 'modify changelog', 'tbh don', 'using obsolete', 'playground']","['please test this, mmmm this should only react to documentLog that has been ran changing to snapshot the state of evaluations with live eval in that exact moment.... i have a fear this is going to break evals in playground...', 'This formatting is wrong. Please move the new changelog line below the line break and formatting on line 155. Do this for all the .md files. Feel free to commit directly to this branch.', ""The import path '@site/../CHANGELOG.md' may not resolve correctly in Docusaurus. Use '@site/CHANGELOG.md' to reference the root changelog file directly. [CODE_BLOCK]""]"
69,10,69_removed comment_comment removed_meaningless_profoundly,"['removed comment', 'comment removed', 'meaningless', 'profoundly', 'removed don', 'don add', 'comment', 'removed', 'comments', 'incorrect']","['Comment removed.', 'Comment removed.', 'Profoundly meaningless comment.']"
70,10,70_ci_toml_config toml_wgsl,"['ci', 'toml', 'config toml', 'wgsl', 'toolchain', 'code ci', 'seconds', 'bump', 'causing ci', 'ci failure']","['Looks like the CI uses the merged version of config.toml. Maybe you need to rename config.stable.toml to config.toml to fully fix this on CI.', 'This line failed CI. CI checks for relative links and enforces absolute links. Here are the errors. Please fix this issue in both markdown files as 2 broken links were introduced. Thank you. [CODE_BLOCK]', '[nitpick] The timeout of 30 seconds for shellcheck auto-fix diff generation may be too long for simple files and could cause CI delays. Consider reducing to 10-15 seconds or making it configurable. [CODE_BLOCK]']"
71,10,71_assert_does produce_tests assert_count,"['assert', 'does produce', 'tests assert', 'count', 'analyzer', 'supports', 'diagnostics', 'current implementation', 'produce', 'collection']","['Maybe this should rather throw? or assert before? because now it will look like failure if we incorrectly enter this path (e.g. when the check for equality has a bug, but the strings are actually equal.)', 'Added Assert.IsFalse tests for all string method cases (StartsWith, EndsWith, Contains). These are negative tests that verify the analyzer does not produce diagnostics for Assert.IsFalse with string methods, since the current implementation only supports Assert.IsTrue for these patterns - commit 510fe5f', 'Added Assert.AreNotEqual tests for collection count cases (both Count and Length properties with zero and non-zero values). These are negative tests that verify the analyzer does not produce diagnostics for Assert.AreNotEqual with collection counts, since the current implementation only supports Assert.AreEqual for these patterns - commit 510fe5f']"
72,10,72_substitution_prop_component_defined outside,"['substitution', 'prop', 'component', 'defined outside', 'code block', 'nodes', 'react', 'new code', 'outside', 'js']","['Alright, what you have is partially working, but still seems to error on some reparsed nodes. For example,, this test case shows that we are spuriously erroring on this JS code, even though the nodes with types are reparsed. There must be some places in the current code that are missing reparsed checks.', 'The [CODE] substitution is defined outside any component block but referenced as [CODE] in the new [CODE] block, which will cause the configuration to fail. [CODE_BLOCK]', 'The [CODE] variable is being referenced in the new [CODE] block using [CODE], but the substitution [CODE] is defined outside any component block. This will cause the configuration to fail since the board substitution is not properly scoped.']"
73,9,73_linting_errors fix_linter_need fixed,"['linting', 'errors fix', 'linter', 'need fixed', 'errors need', 'lint', 'image https', 'think changed', 'linters', 'code looks']","['Are you not getting this linter error? ![image](https://github.com/user-attachments/assets/7797bf43-329c-4e4d-b3a5-1b17f854eb00)', 'Some linting errors here. Need to be fixed.', 'Number of linting errors here. Need to be fixed.']"
74,9,74_importerror_cause referenceerror_error sure_handle error,"['importerror', 'cause referenceerror', 'error sure', 'handle error', 'bad file', 'instead using', 'referenceerror', 'slots', 'keeping', 'exact content']","['This ImportError troubleshooting section is already present in the file at line 103 with the exact content you suggested.', 'meaning we read the message from slots.worker.ts which contains success: false, and should handle error properly instead of creating a TRPC error', 'Changed the red_team module to raise ImportError instead of using print statement while keeping the same message. The module now raises ImportError with the message ""Could not import Pyrit. Please install the dependency with [CODE]."" when the dependencies are not available. (bb2b1d6)']"
75,9,75_boolean_code directly_docs rs_join path,"['boolean', 'code directly', 'docs rs', 'join path', 'runtime errors', 'json', 'patch', 'rs', 'parameter code', 'fast']","['Accessing [CODE] may cause runtime errors. When [CODE], fast-json-patch returns the result directly as the patched document, not wrapped in an object with a [CODE] property. Consider returning [CODE] directly instead of [CODE]. [CODE_BLOCK]', '[change request] Using [CODE] directly [is dangerous](https://docs.rs/zip/latest/zip/read/struct.ZipFile.html#warnings), as it could break out of the current directory (e.g. if the path is [CODE]). We could then end up overwriting this path later. Please use [[CODE]](https://docs.rs/zip/latest/zip/read/struct.ZipFile.html#method.enclosed_name) instead, as the enclosed name is validated to ensure it does not break out of the current directory.', ""@copilot can you run the script to see if it works? > The Join-Path cmdlet does not support an '-AdditionalChildPath' parameter. Consider using nested Join-Path calls or joining 'Properties/launchSettings.json' as a single string to avoid runtime errors.""]"
76,9,76_actions_dex_page_product,"['actions', 'dex', 'page', 'product', 'linux', 'appears incorrect', 'actually redundant', 'file needs', 'installing', 'clone code']","['The GitHub link query parameter [CODE] appears incorrect; consider using the correct pattern syntax anchor (e.g., [CODE]) or update to [CODE]. [CODE_BLOCK]', 'This is actually redundant with the `[CODE]${url}docs/git-clone[CODE][CODE]page.goto()[CODE]page.locator()`.', ""This volume mount will not work in GitHub Actions because the relative path './frontend/cypress/dex.yaml' refers to the GitHub Actions runner's file system, not the container. The dex.yaml file needs to be copied into the container or made available through a different mechanism. [CODE_BLOCK]""]"
77,9,77_file code_test file_covered only170syntaxtests_code following,"['file code', 'test file', 'covered only170syntaxtests', 'code following', 'connectors', 'cs file', 'directory test', 'tests change', 'reverted unrelated', 'fix tests']","[""which ones? the fix should be on those tests, this change can potentially hide failures - moduleConfig should always be defined here, if due to some bug it isn't, an exception is better than silently not running callbacks"", 'Why is this test in this file? The file name is [CODE], but the following test does not use an SDFG. Maybe it should go to the other test file ([CODE]).', 'Removed the PacketValidationDemo.cs file and reverted unrelated changes to GameLogic/GameServer/Pathfinding files. The demo tests were causing intentional failures and are no longer needed. The remaining packet validation tests (457 total) are now running with only 2 legitimate failures that have identified actual packet boundary issues in the packet definitions. See commit 81dc5ff.']"
78,9,78_case remove_test case_remove test_unnecessary test,"['case remove', 'test case', 'remove test', 'unnecessary test', 'edge', 'occur', 'integration test', 'case', 'entirely remove', 'care']","['remove this test case', 'remove this test case', 'remove this test case, it is testing an edge case that should not be tested in a integration test']"
79,9,79_code single_paragraph_element_element unnecessary,"['code single', 'paragraph', 'element', 'element unnecessary', 'unnecessary code', 'parent', 'containing', 'single', 'code tag', 'larger']","['Unnecessary [CODE] around a single paragraph within the parent element.', 'Unnecessary [CODE] around a single paragraph within the parent element.', 'The [CODE] tag is unneeded since there is a single paragraph in the [CODE]. When there is a single paragraph within any containing element, remove the [CODE] element and only use its contents.']"
80,9,80_nango_gotchas_naming_handled nango,"['nango', 'gotchas', 'naming', 'handled nango', 'details handled', 'informative gotchas', 'gotchas lot', 'aren useful', 'don worry', 'abstracted']","[""I think it's not okay to add this here. Now utils in some sense depends on models."", ""These aren't useful information for the user since the calls are already abstracted by Nango"", 'This and none of the below are useful or informative gotchas. A lot of Nango\'s value prop is that these details are handled by Nango so our users don\'t have to worry about or even know these ""gotchas"". Please remove and note for other pull requests.']"
81,9,81_instead force_address issue_force_llm,"['instead force', 'address issue', 'force', 'llm', 'trigger', 'error message', 'based', 'recovery', 'll close', 'treat']","['Since this is a case of failed generation by LLM, it is better to retry based on the error message instead of force termination. The following PR will address this issue.', 'Since this is a case of failed generation by LLM, it is better to retry based on the error message instead of force termination. The following PR will address this issue.', 'Since this is a case of failed generation by LLM, it is better to retry based on the error message instead of force termination. The following PR will address this issue.']"
82,9,82_generic documentation_port_generic_valuable,"['generic documentation', 'port', 'generic', 'valuable', 'output port', 'retained', 'source output', 'key source', 'documentation generic', 'informative original']","[""The documentation is too generic. The original comment 'The key of the source output port.' was more descriptive and should be retained or improved rather than replaced with a generic getter/setter description. [CODE_BLOCK]"", ""[nitpick] Generic documentation 'Represents a TieLineCollection' is less informative than the original. The original documentation provided context about it being a collection of TieLine objects, which was more descriptive. [CODE_BLOCK]"", ""The generic documentation 'Gets or sets the SourcePort' provides no meaningful information beyond the property name. The original comment 'The key of the source output port' was more descriptive and should be retained or enhanced. [CODE_BLOCK]""]"
83,9,83_model factory_instead add_destroy_factory method,"['model factory', 'instead add', 'destroy', 'factory method', 'factory', 'exclude', 'azd', 'method don', 'model', 'goroutine']","[""Don't exclude violations of AZC0035. Instead, add the model factory method"", ""Don't exclude violations of AZC0035. Instead, add the model factory method"", ""@Copilot The changes did not address the concerns raised by @vbhb1989 . The goroutine is launched separately, program will continue and exit, resulting in the spawwned goroutine here ending prematurely. This results in bugs of either: the destroy operation never runs, the destroy operation runs partially, the destroy operation does not invalidate the environment keys. With how azd is designed currently, I'm not sure if there is a straightforward implementation here that isn't already solved by existing Bash and Powershell backgrounding techniques. The cli currently needs to waits for the destroy operation to succeed to invalidate the env keys.""]"
84,9,84_code directory_projects_run code_changes didn,"['code directory', 'projects', 'run code', 'changes didn', 'code reason', 'code functions', 'generate code', 'code script', 'supported commit', 'test project']","[""The test should be in C#, not Java. We don't want to add new tests projects, as that would require AzDO/yaml/CI changes. You didn't do those changes, so it wouldn't run as-is."", 'you are using an incorrect command to generate the code, we should use the [CODE] script in [CODE] directory to generate the test project code. Let us use the above comment and remove this [CODE] directory.', 'I very specifically asked for a test that uses F# interactive and [CODE] to download FSharpPlus. You tried to be creative but defeated the purpose - we NEED a version of FSharpPlus that was build using OLDER compiler. You CANNOT replace that with a repro snippet here. Get rid of this test']"
85,9,85_deployment_docker_package json_build process,"['deployment', 'docker', 'package json', 'build process', 'functional test', 'directly need', 'build issues', 'scripts', 'section removed', 'sure makes']","['This part is incorrect. kubectl run does not support --volumes directly. You need to define a volume using a pod or deployment spec instead.', '@mitchdenny this is docker specific. Podman doesn’t have a daemon. I’m not sure it makes sense to abstract this method. PS I’m working on a functional test', 'The browserslist section has been removed from docker-extension/ui/package.json as requested. ab60ea1 Note: This may cause build issues since react-scripts requires browser targets to be specified. The build process will prompt to add defaults if needed.']"
86,8,86_artifact_renders_reports_component,"['artifact', 'renders', 'reports', 'component', 'board', 'dependency injection', 'according pr', 'board substitution', 'injection', 'doesn use']","['otCMS/target/karate-reports was the wrong path, and the reports were already getting captured in the generic artifact generation paths', 'The component still renders the old Artifact component instead of the new StructuredArtifact component mentioned in the PR description. This indicates the new components were not properly integrated.', 'The code still calls formatArtifactToMarkdown and renders with the old Artifact component, but according to the PR description, this should be replaced with the new StructuredArtifact component. This suggests the implementation is incomplete.']"
87,8,87_i18n_groups_route_language,"['i18n', 'groups', 'route', 'language', 'issue check', 'languages', 'organize', 'messed', 'gupta', 'translated']","['Check on this also. The language makes it sounds like everybody will need a full refresh', '@gupta-piyush19 The LLM messed up the translations here. In German, the second sentence should read [CODE] The other languages seem to have deteriorated as well (at least the French translation shows exactly the same issue).', 'the text is still wrong ### Advanced i18n with Route Groups Organize i18n routes using route groups for better structure: there are no route groups being used']"
88,8,88_schema_code places_cause code_place need,"['schema', 'code places', 'cause code', 'place need', 'relationship', 'stopped', 'parser', 'change unnecessary', 'strict', 'phase']","['this is correct - the root cause is not here but in the code that places typespec_schema under wrong name in the context', ""> Note on parser fix: While this is technically a bug in the schemarb parser, we don't need to fix it because the relationships field will be removed entirely in Phase 2 of this deprecation. I see"", ""This change with the relationships is a breaking change as it worked before where as on the attribute side it would always cause an error, for that reason we'd need to update this check to ensure that we only require relationship names to not use Python keywords if the schema is configured in strict mode.""]"
89,8,89_pattern_file dont_dont_patterns,"['pattern', 'file dont', 'dont', 'patterns', 'change', 'file', '', '', '', '']","['dont change this pattern', 'dont change this pattern', 'dont change this pattern']"
90,8,90_bank_flag_flags_behaviors,"['bank', 'flag', 'flags', 'behaviors', 'setting flag', 'price', 'symmetric', 'example code', 'longer exists', 'concurrent']","['Actually this looks suspicious. Why are we setting this flag here?', '(aside) @tejasbadadare in the future you probably want to get rid of both of these flags. You want the keepers to be symmetric so there should be no reason to disable any of these behaviors.', 'Yep, this is annoying but (1) somebody put the emissions flags on the ""main"" bank struct so we can\'t move those, (2) the bank doesn\'t get passed to all the price/risk functions, for example [CODE] gets just the config. It seemed easier to add flags to the config than to refactor these to take a bank.']"
91,8,91_dictionary_thread_modifies_concurrency,"['dictionary', 'thread', 'modifies', 'concurrency', 'servicebus', 'safety', 'safe', 'safer', 'throws', 'possibly']","['Same here - This code change modifies the behavior in a possibly breaking manner. Dictionary.Add throws an ArgumentException when the key already exists. ConcurrentDictionary.TryAdd will silently ignore that fact. I think it would be safer to maintaint that API contract - so, if TryAdd retruns false it should thrown an ArgumentException simulating what Dictionary.Add is doing.', ""I initially tried using SyncRoot but found that for generic collections like List&lt;T&gt;, SyncRoot doesn't provide thread safety - it just returns the list itself. The documentation recommends using dedicated synchronization objects for thread-safe operations. I've reverted to using a lock object to ensure proper thread safety. Would you prefer a different approach?"", 'One way why I did not like the initial implementation using locks is that read-access would also need to be covered under a lock - not sure whether single thread writing -+ multiple readers would also break that bad in Dictionary<TKey, TValue> - but since the documentation leaves that pretty open and we ran into pretty bad issues with normal Dictionary in the past, using ConcurrentDictionary is pretty much always the right call in our SDK. The theoretic overhead is so minimal that the benefit of getting this safe outweights it']"
